id,host_id,availability_365,number_of_reviews_ltm
13856102,81852076,305,36.0
575075602578808820,447848781,315,36.0
44237066,332259450,84,36.0
39141386,26970,51,36.0
1968717,299462,322,36.0
1009859239679684361,228344563,44,36.0
590503,6057270,127,36.0
960073953364891826,50729596,38,36.0
897932854878269795,299462,327,36.0
39318755,53723101,312,36.0
52047531,420938544,27,36.0
829538139176678540,496944303,312,36.0
43243573,16005273,91,36.0
631566377586372388,281353942,192,36.0
1032520046207255209,478093362,47,36.0
26426826,2202284,76,36.0
7944610,40676061,85,36.0
1207471,4269183,74,36.0
13894687,3744544,331,36.0
608326711171270326,342801269,129,36.0
13628415,7700549,103,36.0
822308422636514481,10380563,90,36.0
15737782,3250728,153,36.0
14464474,4985749,126,36.0
781089575067026945,491301242,141,36.0
7817372,3556337,302,36.0
24631041,10760668,342,36.0
42974011,332259450,87,36.0
578701077615667653,410060534,313,36.0
49475946,397204561,133,36.0
577384401855396550,147646238,184,36.0
21108967,91888632,50,36.0
21073225,94794444,229,36.0
53837981,510942439,262,36.0
1554416,6992168,289,36.0
997065329944468073,424664015,148,36.0
53831212,192490735,9,36.0
999188656384515552,466587201,81,36.0
848341694773879476,73546000,135,36.0
904844403642967059,370718107,70,36.0
893052,3744544,336,36.0
15897898,665793,187,36.0
49749120,8001113,333,36.0
5394263,7282791,57,36.0
18918186,128959838,65,36.0
2505126,3659150,36,36.0
1004050393795425378,3556337,295,36.0
24398073,91799604,324,36.0
23645698,1432835,22,36.0
43553732,178392708,101,36.0
43389162,1920353,195,36.0
1078817250789897654,309234806,75,36.0
52432798,424394125,0,36.0
965007959109891234,1391607,120,36.0
557828567204201541,299462,313,36.0
4992385,14162823,320,36.0
26560602,9466729,191,36.0
33746032,1766283,325,36.0
44443957,20003337,108,36.0
4139672,6797428,150,36.0
899337137645826708,299462,320,36.0
4207829,21825503,218,36.0
725919427356195894,370718107,40,36.0
5072622,10746845,38,36.0
746138743405104169,32037490,179,36.0
2987539,15233770,20,36.0
857836058011402072,394270439,312,36.0
857821733672075843,110655911,138,36.0
18030645,2320210,122,36.0
859815744311025799,7671343,62,36.0
873241310304024021,307900596,85,36.0
893365407782940429,513780519,82,36.0
22375564,342801269,134,35.0
862036734020283376,507379004,114,35.0
21653693,139063900,59,35.0
21380863,13589081,296,35.0
877340781533750548,176239755,236,35.0
43029037,265193861,225,35.0
5495932,6902105,308,35.0
26826875,171145044,247,35.0
53373511,3556337,291,35.0
53410851,432138762,219,35.0
19536718,134698146,312,35.0
883016554043252552,32037490,76,35.0
2804502,2688205,308,35.0
617443917030295492,307900596,121,35.0
19652973,6600521,135,35.0
4349376,3590196,106,35.0
50988791,5264883,352,35.0
27724507,209310544,166,35.0
683344240500313724,18621108,21,35.0
620124177721180691,394270439,272,35.0
1338105,3744544,322,35.0
1580522,4217311,246,35.0
18049325,5264883,310,35.0
472062,2337603,128,35.0
473459,2337603,300,35.0
901929615446639614,1432835,45,35.0
27797995,9667715,78,35.0
21334527,299462,307,35.0
964247045450922482,9400556,321,35.0
1003548197336144565,1391607,132,35.0
3496888,9937293,83,35.0
3501634,17630005,98,35.0
722742,3548964,201,35.0
675976228523699459,9400556,305,35.0
26312169,299462,311,35.0
26373550,198334993,57,35.0
17713036,61674344,331,35.0
907329710067654982,415625404,350,35.0
3588409,7209763,47,35.0
43182950,32255771,166,35.0
627960131995905508,459330470,96,35.0
17872800,110933010,55,35.0
50941096,407850164,337,35.0
493122,2365702,322,35.0
1121070264646117685,569090786,304,35.0
892927,4653599,29,35.0
966800835682389611,5602073,110,35.0
721496206069457357,114297472,343,35.0
4090521,12060104,343,35.0
1505365,8028055,171,35.0
836146444747937593,9400556,329,35.0
836176890862642568,9400556,335,35.0
10132419,10380563,94,35.0
51054363,4985749,109,35.0
1081137779911695037,426471281,17,35.0
1050831336708720501,9400556,281,35.0
1061570890253488479,3556337,337,35.0
5345273,27698611,229,35.0
51204534,413276404,311,35.0
39515636,301446770,90,35.0
41151318,322280058,171,35.0
1293412,7032776,243,35.0
639535093685040414,3556337,298,35.0
640269677620707994,10116421,54,35.0
5911844,2108468,154,35.0
668715981676405787,188525468,315,35.0
2362929,12069461,304,35.0
779812503266356323,261041399,152,35.0
937542443024225274,212431311,309,35.0
42576874,328004770,351,35.0
42577795,328004770,87,35.0
817311161939596188,26513958,100,35.0
922585177433011942,436641358,162,35.0
1080580938598479540,548566937,70,35.0
3131114,299462,318,35.0
1060406213395604439,554103177,341,35.0
42886697,309646127,248,35.0
10578648,71615,88,35.0
898225612303810666,299462,328,35.0
898560962298545613,5543127,349,35.0
13009615,32037490,146,35.0
894086231602451877,513780519,81,35.0
895627387344684828,347777780,144,35.0
451758,1267680,139,35.0
731738187480475485,370718107,68,35.0
733020767357538184,212431311,348,35.0
958321975029683630,238439178,15,35.0
830185047687116552,32037490,162,35.0
4843329,24926399,245,35.0
24957190,188674201,349,35.0
1240055,6759262,248,35.0
942352663068604421,453885426,141,35.0
936080678340256960,36424238,148,35.0
48387994,88699083,118,35.0
39788335,305453169,324,35.0
43573478,178392708,101,35.0
633838670887844068,32037490,177,35.0
1034848856592286819,548566937,0,35.0
691748436637145534,447848781,312,35.0
1100259048686597204,40270145,57,35.0
18819486,131028869,322,35.0
813639239895298073,410060534,323,35.0
930936763960035776,524429247,3,35.0
914257264354903311,145864280,81,35.0
923657765607146854,10380563,98,35.0
961548,5236677,150,35.0
52164358,264070042,166,35.0
973554068870091995,262461067,140,35.0
7091925,14120404,20,35.0
975074380368781382,10547296,301,35.0
24109664,2202284,68,35.0
665558110966084536,582060,19,35.0
16952591,2958781,312,35.0
875171,2366949,312,35.0
957737228216947583,531761988,310,35.0
731045739616525640,14162823,324,35.0
891762287658652673,114338664,337,35.0
10805338,8856051,182,35.0
21389251,26781307,215,35.0
32121022,32037490,26,35.0
871669408022989114,400540575,150,35.0
21653679,139063900,52,35.0
29823274,148901183,35,34.0
990548055858925399,33278356,332,34.0
15175682,96310012,89,34.0
268017,1405013,193,34.0
876692334072253724,4212095,64,34.0
31938846,126280451,319,34.0
3393839,3815137,113,34.0
1678347,8878703,53,34.0
992851837782545030,5496383,45,34.0
52789225,299462,349,34.0
20599589,146347819,6,34.0
3172654,10380563,74,34.0
23292833,1432835,75,34.0
1112360732655252676,598458872,69,34.0
968772020274924432,374138888,215,34.0
5791726,362734677,355,34.0
5837152,30298913,270,34.0
3358168,16944082,70,34.0
3345875,12522831,300,34.0
24520554,4101093,38,34.0
977258163039586920,178790738,179,34.0
899017523131904526,299462,333,34.0
50835747,299462,285,34.0
13893057,3744544,337,34.0
2776901,2151490,10,34.0
44372605,263406860,335,34.0
733218182622191317,224775004,162,34.0
1064600115893611718,528129368,77,34.0
644551344989597068,32037490,177,34.0
1310443,6421296,60,34.0
1064598190299656566,528129368,78,34.0
729806922275855002,482109912,330,34.0
42349331,336799170,333,34.0
1023364323602579083,235929929,207,34.0
17151410,114338664,343,34.0
45128842,299462,308,34.0
728341515151111856,55704740,4,34.0
721562053867732568,74319765,315,34.0
1426674,7671343,83,34.0
1016592716461797304,515881095,70,34.0
1008663600486781694,530035204,77,34.0
44301093,263406860,323,34.0
44096958,309646127,339,34.0
51053355,371900944,14,34.0
726493281080908772,370718107,64,34.0
852625767205576519,470967771,147,34.0
53824377,212431311,303,34.0
13894945,3744544,335,34.0
757654861138908193,3658157,264,34.0
930832834615462511,3039107,209,34.0
585383336483878796,98585331,193,34.0
916232,4918438,222,34.0
764452,4030082,240,34.0
759769,1432835,74,34.0
924359477872128795,522676368,359,34.0
27189168,204416759,333,34.0
37826566,263406860,324,34.0
584348,2879377,173,34.0
841043878143413092,486913131,343,34.0
831558265423916119,32037490,172,34.0
4510598,21558846,225,34.0
35564173,10951027,248,34.0
2077178,10615008,180,34.0
31578706,19749333,96,34.0
52609086,55237972,119,34.0
990668981836148660,490308369,73,34.0
171646,400154,71,34.0
912350610354182842,5264883,360,34.0
873704073480153772,466791361,99,34.0
568682312882868265,299462,318,34.0
3886855,480528,332,34.0
1092042303809358893,561202720,64,34.0
923104200853656154,9400556,343,34.0
831769648286137814,116132872,122,34.0
18918166,128959838,68,34.0
811659628297518683,7123985,348,34.0
670782,3399123,77,34.0
21452721,5784650,73,34.0
33697199,3006627,192,34.0
5176876,7743468,273,34.0
34362628,259406467,122,34.0
700150,3590196,121,34.0
796757118945825001,32037490,78,34.0
932056963203047601,520153506,308,34.0
4399271,1986299,95,34.0
18747430,3399123,106,34.0
843487197621822883,503020182,311,34.0
623769424704094544,447848781,312,34.0
612243398033258133,455799150,255,34.0
39265283,301446770,106,34.0
4274545,400416,49,34.0
40280569,302714385,244,34.0
39832010,301610993,12,34.0
1097812366701981050,353119373,76,34.0
2288221,71615,69,34.0
553359474458395027,272408891,163,34.0
554918816305355772,86278272,54,34.0
3007161,4897883,105,34.0
22367248,342801269,128,34.0
1103092815707574027,564598809,195,34.0
1055670235103150282,333134818,181,34.0
33411983,14580203,228,34.0
34134281,54310958,250,34.0
19765455,139493251,324,34.0
40413224,5878688,180,34.0
1103651438992076493,564983555,152,34.0
752976085282377281,21483975,75,34.0
619221117496490646,299462,312,34.0
27046976,202245233,58,34.0
838223526350150523,73546000,125,34.0
931437,4897883,86,34.0
806357373745201193,496543949,351,34.0
636702,3099749,161,33.0
850548317018242404,436641358,357,33.0
757811627217844832,206407173,311,33.0
4922877,25355573,282,33.0
756929757340439726,129000409,341,33.0
46094948,362312215,68,33.0
50788007,371894667,81,33.0
40813031,239594266,301,33.0
752253367197828793,299462,331,33.0
938566262506210965,182265018,334,33.0
3671014,1986299,155,33.0
5463970,10116421,58,33.0
41039477,320547607,139,33.0
45128265,299462,317,33.0
862383034084454453,9400556,330,33.0
24323698,10547296,220,33.0
958470789664275112,531957009,0,33.0
1524681,6544866,234,33.0
41974178,260172468,0,33.0
1104749156133533875,565251104,252,33.0
51100763,299462,299,33.0
643252540915521445,11631669,328,33.0
1022281327584443524,545986037,85,33.0
644807604554643456,9400556,308,33.0
41119183,299462,101,33.0
44415954,216935980,322,33.0
53824372,212431311,340,33.0
665062304841760915,9400556,188,33.0
719896470309619610,10044989,71,33.0
44995023,363074093,174,33.0
12913113,70530657,299,33.0
984674131521468220,394270439,324,33.0
1112879735281658829,412091612,13,33.0
1003448926246439953,542073946,326,33.0
17231660,22647997,312,33.0
11050889,54320669,354,33.0
663640295905549218,9400556,215,33.0
878623540144520037,32037490,66,33.0
878443508990633197,332259450,81,33.0
209673,1033366,222,33.0
43575700,178392708,92,33.0
31791941,299462,299,33.0
990379250013686186,212431311,315,33.0
1000514588274707195,448276178,154,33.0
3374176,4064440,283,33.0
51298244,4459553,322,33.0
3097333,10380563,100,33.0
663452645192016824,68946843,12,33.0
668478179132999770,447848781,323,33.0
7230117,4311145,306,33.0
857711857134268021,507587860,333,33.0
976703532131126270,511871201,81,33.0
43823557,349752511,32,33.0
3770072,4064440,277,33.0
21130203,32037490,171,33.0
32330651,64763737,336,33.0
854401134528518913,506900395,362,33.0
855080951167273810,506900395,363,33.0
848973713586706766,5543127,238,33.0
931756,5020114,316,33.0
4415541,3348832,323,33.0
18615356,26376879,309,33.0
4400736,1986299,135,33.0
620124344325971258,394270439,286,33.0
18418904,5543127,7,33.0
620231613489273757,377498115,262,33.0
18614711,26376879,300,33.0
963533,5170597,322,33.0
788383518806058541,299462,307,33.0
39353324,301446770,111,33.0
50203619,3885805,105,33.0
4344155,3590196,116,33.0
34358699,39328627,342,33.0
5196775,26729391,282,33.0
5197640,71615,66,33.0
22199234,10547296,195,33.0
899292103075317653,299462,284,33.0
5313939,299462,329,33.0
18196081,5264883,315,33.0
768484005545732866,472531612,158,33.0
45489429,16891380,312,33.0
1038992051337459481,716866,308,33.0
5293741,27415240,308,33.0
638791995198021450,32037490,174,33.0
638158839824519769,394270439,342,33.0
883382,4261436,334,33.0
884420,4597849,145,33.0
18564914,750385,116,33.0
614834225494395438,454228487,120,33.0
46651258,335921324,64,33.0
552598074343238840,16163864,68,33.0
1052929024903296279,176335562,6,33.0
909034311928695986,518841475,193,33.0
924022868969995091,255777870,40,33.0
13414738,45970775,39,33.0
49239483,397201984,155,33.0
18918149,128959838,68,33.0
1134853506095609993,563023941,117,33.0
932511823039185362,502171790,8,33.0
2020743,10386910,296,33.0
609243232644898085,370718107,71,33.0
932512621540814053,502894667,79,33.0
838133377354880685,2509252,128,33.0
4602186,17494216,174,33.0
49846482,299462,311,33.0
49380544,936445,99,33.0
920171745064526765,519063940,156,33.0
49763238,299462,310,33.0
35450813,263406860,332,33.0
820047383861052225,499618825,352,33.0
49601658,171824614,169,33.0
4610380,4985749,102,33.0
49503015,300793647,51,33.0
10101846,2202284,73,33.0
1051531777878912235,9400556,292,33.0
1078764370825972371,308923973,42,33.0
883026035223307093,2509252,153,33.0
49763366,299462,318,33.0
481739,2320210,101,33.0
1066714028714502518,555920804,83,33.0
29879141,224692065,50,33.0
20464646,88106220,213,33.0
52627508,83570349,307,33.0
11160411,1432835,62,32.0
21064083,971768,75,32.0
3716592,10339454,302,32.0
45111588,299462,315,32.0
836166399251680904,424283736,342,32.0
573071246297397754,224498053,9,32.0
842556232536835762,238724735,274,32.0
842543068044122045,470967771,164,32.0
1052234471680498926,62075195,323,32.0
1004286459862246983,466587201,82,32.0
43967077,16891380,327,32.0
6034571,375625,231,32.0
1446649,3123165,116,32.0
1418423,7640278,123,32.0
7431940,38929770,187,32.0
728124834639000044,443056621,44,32.0
1149191,6299958,51,32.0
725914055445645040,370718107,32,32.0
41901120,331334487,41,32.0
1329829,7209763,60,32.0
954984076562279554,1920353,188,32.0
18942359,3744544,344,32.0
48639912,39328627,278,32.0
36573621,124756620,122,32.0
37241528,91353250,49,32.0
598322525912268153,443056621,15,32.0
41372652,168172986,308,32.0
17753817,114135789,50,32.0
855084253369890996,506900395,1,32.0
29077423,2202284,68,32.0
32153728,241203677,89,32.0
5008477,25830919,116,32.0
644543371847274388,32037490,130,32.0
5453992,28283529,288,32.0
725928274807218442,370718107,54,32.0
24747541,187095368,45,32.0
962001350636179305,523458215,83,32.0
1116642533191974191,561202720,338,32.0
680650821990830014,471327482,77,32.0
695993805602063417,37685759,152,32.0
18983216,31325463,304,32.0
14021579,665793,262,32.0
649681231556673057,299462,300,32.0
46095905,362312215,101,32.0
1044130,5748709,211,32.0
40693594,223478478,330,32.0
18043684,5264883,305,32.0
1034716796350873200,3556337,309,32.0
633826122213818574,32037490,174,32.0
3652362,2320210,116,32.0
3797696,1986299,118,32.0
33385364,81232989,265,32.0
384464,674212,338,32.0
54342312,2202284,91,32.0
23265494,168172986,312,32.0
578672806971898955,410060534,321,32.0
42821098,309646127,260,32.0
44030379,33278356,332,32.0
858622725797782895,20103457,15,32.0
889657872239337218,91056370,49,32.0
861468696267301816,212431311,314,32.0
47483536,352550924,260,32.0
887953,567180,104,32.0
1121657891567580397,287672372,76,32.0
54027622,510942439,352,32.0
667141670677704739,70278696,326,32.0
42536918,1432835,107,32.0
893267753063619827,10380563,95,32.0
20183259,1228590,107,32.0
52932715,299462,333,32.0
21722097,158023606,317,32.0
598329,2958781,309,32.0
50124034,8130969,205,32.0
34552880,180215498,147,32.0
968699283835864287,374138888,259,32.0
663678726165256476,35712072,298,32.0
663658440024542755,17973595,255,32.0
23511046,28439492,286,32.0
26025302,195335908,158,32.0
1002233,5511646,89,32.0
636828911530563011,441187279,20,32.0
39349081,3348832,331,32.0
1097219003124353923,325879968,74,32.0
39213932,300793647,47,32.0
1060616119496133117,3556337,327,32.0
3804922,10547296,181,32.0
49310121,4985749,131,32.0
1966739,2366949,321,32.0
16935893,4985749,105,32.0
999932880860105409,228344563,37,32.0
1046349023651123519,3556337,320,32.0
42596281,328004770,326,32.0
691679958810855386,474606070,349,32.0
16279645,94858265,48,32.0
1048265604717547798,32037490,150,32.0
22142518,161712512,242,32.0
925557,4979056,101,32.0
623667528829180751,370718107,53,32.0
1126622933109672202,570354514,58,32.0
26741961,4897883,115,32.0
563479655675050143,116349526,85,32.0
1337978,3799101,72,32.0
882388632937816394,511985583,290,32.0
2498424,9822728,228,32.0
31668723,97628026,45,32.0
673758089015910558,436641358,150,32.0
43018190,1920353,177,32.0
676038945193231933,158023606,328,32.0
887395817973157589,71615,70,32.0
3455823,4979782,55,32.0
29671592,190325648,30,32.0
52524109,394270439,271,32.0
32711,135703,319,32.0
52359464,423400965,333,31.0
20328064,146347819,36,31.0
52231775,420963332,0,31.0
30311230,227618545,33,31.0
886977249817727227,215583982,137,31.0
3484819,16891380,310,31.0
1672204,1750495,16,31.0
3604142,2320210,122,31.0
11229581,3607773,319,31.0
684420446158730899,472651894,324,31.0
994651652001525983,344867511,137,31.0
43086001,227783078,239,31.0
34865881,21472437,111,31.0
196196,567180,110,31.0
880917841374951236,120228535,63,31.0
11248398,1716315,79,31.0
798279432359524474,1744516,72,31.0
1047037253311076517,1391607,207,31.0
1097171393797783168,325879968,69,31.0
9250389,47646128,304,31.0
27643976,201254392,121,31.0
27588709,158023606,315,31.0
559007133975079392,100891496,281,31.0
43675066,4459553,346,31.0
16405178,6184290,300,31.0
42597597,328004770,341,31.0
24465924,4101093,59,31.0
42596063,299462,313,31.0
47356851,255777870,48,31.0
975062554191913097,89501355,198,31.0
38742466,299462,302,31.0
612869429073794762,394270439,313,31.0
815100259052541880,32037490,136,31.0
668620199565932485,468310649,257,31.0
43675006,4459553,347,31.0
2394424,71615,90,31.0
4344263,3590196,134,31.0
22182637,9477063,336,31.0
861468080081786642,212431311,327,31.0
4079030,15775899,318,31.0
762708839939828512,389605038,353,31.0
1103660733946150258,562920793,266,31.0
899179673624436144,516323372,243,31.0
34090859,5543127,28,31.0
773306225712237874,252982300,220,31.0
40574849,312195720,133,31.0
8181912,3556337,323,31.0
782424282529788819,491524734,118,31.0
840123,4269183,120,31.0
842126,4258344,157,31.0
47865183,277690804,312,31.0
48114044,387995566,92,31.0
5818871,27778700,317,31.0
2992138,15256420,284,31.0
841138180239142908,9400556,314,31.0
838556950353874075,188772696,346,31.0
17307598,116797836,65,31.0
3097481,10380563,76,31.0
1041850782586171306,2291129,30,31.0
1041158034051182109,184373428,250,31.0
958946,5020114,277,31.0
34564909,16163954,266,31.0
3814722,582060,39,31.0
1046854952628031055,551069828,347,31.0
681560174792307871,9400556,227,31.0
23641987,1435464,258,31.0
42597833,328004770,330,31.0
24369154,180865906,97,31.0
944685057771641140,40554941,228,31.0
41097157,130699722,152,31.0
21223971,9456665,328,31.0
23033374,6797428,125,31.0
1079887,542867,34,31.0
50116709,16706691,46,31.0
37278347,280627266,68,31.0
831629978349047419,32037490,124,31.0
53824107,212431311,322,31.0
645441630111032582,32037490,166,31.0
36793797,299462,324,31.0
2542510,1435464,291,31.0
553528730925300913,46914366,313,31.0
32150427,5107063,29,31.0
865662598397288795,152097635,48,31.0
1580437,4217311,270,31.0
52892161,394270439,302,31.0
11165818,1228590,92,31.0
45282768,299462,331,31.0
1070876065506129351,436641358,149,31.0
1402772,612665,144,31.0
1858192,3744544,343,31.0
1834026,9590271,292,31.0
1105654596007317950,551226041,88,31.0
17021973,114164260,146,31.0
18918169,128959838,66,31.0
997672159442577661,394998732,239,31.0
997675166633114936,13530812,225,31.0
640416249229914054,188772696,346,31.0
640985189020592082,299462,315,31.0
40691853,223478478,314,31.0
751389806049562294,486065929,230,31.0
45967918,372637490,303,31.0
22732409,167804364,329,31.0
10581101,54320669,317,31.0
343866,1744516,67,31.0
1216600,4101093,40,31.0
852625914698267261,470967771,149,31.0
853120162211750138,299462,293,31.0
49457281,397201984,137,31.0
32485771,20003337,98,31.0
21411086,139063900,64,31.0
754156527423332098,32037490,185,31.0
50430282,1391607,33,31.0
2077957,9938297,328,31.0
1132044365202192996,555758524,81,31.0
44060722,10044989,16,31.0
762149568338233566,158023606,342,31.0
27797794,209500054,47,31.0
2822232,7215439,143,31.0
907757083878118937,517497287,5,31.0
21653684,139063900,62,31.0
1084634931365167665,523962032,215,31.0
2814997,5543127,346,31.0
28928898,132430577,135,31.0
53158909,428355504,36,31.0
859070717000773299,5384959,0,31.0
11445715,32037490,188,31.0
40553572,310644647,216,31.0
1036935367643427485,548988819,17,31.0
578707342086876000,410060534,307,31.0
947156133738694653,316669021,78,31.0
695408002817939040,1777204,80,31.0
1103664004314931840,562920793,287,30.0
40564779,35712072,331,30.0
25118567,187414922,297,30.0
22395831,160554212,344,30.0
1103362945347804954,287672372,68,30.0
767268823062718116,9400556,316,30.0
795506239416393604,158023606,341,30.0
14625071,8130906,257,30.0
1069607720946151114,285291478,267,30.0
548597790445758673,433523272,114,30.0
549859491043779323,178347327,311,30.0
865367,582060,28,30.0
774731593250607896,1777204,84,30.0
860194931823420485,415195922,329,30.0
17252894,9922976,4,30.0
661255156649009930,9400556,205,30.0
4114081,299462,321,30.0
4068098,21098113,59,30.0
11570056,61063114,34,30.0
846121214346059366,32037490,174,30.0
627265064954604092,299462,326,30.0
3797831,1986299,132,30.0
18918145,128959838,76,30.0
1169142,3744544,299,30.0
39547136,159289083,4,30.0
9741613,2202284,61,30.0
968720576498100701,374138888,254,30.0
4529983,23486605,298,30.0
1050783694993540684,534870364,160,30.0
39310218,301610993,11,30.0
957402,3099440,39,30.0
667177,3357515,39,30.0
2411106,1435464,293,30.0
788231358455293419,492480206,119,30.0
637661402684941139,455799150,250,30.0
932321308830770664,1986299,153,30.0
813639105181727823,410060534,290,30.0
11011610,55665060,301,30.0
872162423375135957,32037490,180,30.0
9251356,46696994,285,30.0
50166453,142418483,327,30.0
1078812293027189391,309234806,61,30.0
27644081,208199613,136,30.0
11075687,35896271,325,30.0
494834,2320210,119,30.0
971786939335036712,534870364,127,30.0
971658611130214646,6184290,257,30.0
24483048,10547296,309,30.0
16377944,8274597,123,30.0
794835500300069585,493722673,45,30.0
22235396,161380107,269,30.0
976707829466015775,511871201,84,30.0
1062411749587742088,554522556,243,30.0
901872047443085132,4459553,339,30.0
699920,3590196,133,30.0
28597367,6797428,161,30.0
4278322,18132283,305,30.0
5179215,26787977,58,30.0
26966765,173993443,54,30.0
1093965472680719911,562324330,322,30.0
825248964916528545,32037490,183,30.0
18338221,27778700,319,30.0
18269758,126010926,100,30.0
1103666823336646671,562920793,269,30.0
27477345,13340540,215,30.0
704943423720575297,9400556,310,30.0
717105293942612635,33278356,329,30.0
42195430,2320210,111,30.0
705537649447331832,245340518,69,30.0
54333637,440670581,133,30.0
18918171,128959838,52,30.0
910739656925571286,393644196,188,30.0
923118867334043435,516323372,222,30.0
22952251,4459553,323,30.0
21402659,139063900,49,30.0
1141218097456310165,170005533,24,30.0
1035191296196023636,150688687,70,30.0
23292573,1432835,95,30.0
721511,3724467,100,30.0
721478,3724467,101,30.0
578663457503004668,410060534,303,30.0
35143035,264684655,340,30.0
42750246,1716315,90,30.0
949559777686881800,299462,327,30.0
1085475554982997497,14544418,7,30.0
4486999,3590196,132,30.0
53858106,347777780,143,30.0
852616674056888484,470967771,124,30.0
46004789,372637490,250,30.0
41699613,32037490,136,30.0
17151368,114338664,342,30.0
41467925,567180,86,30.0
42936177,10547296,171,30.0
4551448,5947431,241,30.0
598303149863205503,8001113,299,30.0
602199641013368552,27008590,246,30.0
21721154,158023606,327,30.0
53178975,10547296,102,30.0
1104814296743679177,425269992,232,30.0
1117044813242677570,563683698,232,30.0
1069572,5841645,324,30.0
1523790,8130969,279,30.0
42062992,10704,245,30.0
6222502,4052481,282,30.0
43017017,1920353,184,30.0
944409709615723458,468392681,100,30.0
41003481,319866932,5,30.0
831567802661267994,32037490,165,30.0
831665763306998611,32037490,160,30.0
578703648989967909,410060534,311,30.0
917273220919657946,17532602,345,30.0
44995311,363074093,199,30.0
6659629,6892667,55,30.0
5936979,1405013,142,30.0
725915522922045930,370718107,66,30.0
725918206702306552,370718107,46,30.0
706300015002557272,4459553,338,30.0
902591224767301478,4459553,344,30.0
12847820,6544866,196,30.0
599152377470188443,299462,313,30.0
295200,612665,86,30.0
836002340310043552,10380563,93,30.0
53302753,299462,327,30.0
5516844,15775899,306,30.0
3243398,10044989,10,30.0
29309442,220795973,119,29.0
49968,135703,305,29.0
52681180,394270439,321,29.0
21402130,151637037,67,29.0
1091169236240766560,562004390,202,29.0
26468577,4897883,95,29.0
15522431,12617302,95,29.0
1331957,384518,18,29.0
43163308,1920353,193,29.0
43307573,341221467,239,29.0
24077783,181287056,112,29.0
5494667,26888295,45,29.0
53376327,4459553,319,29.0
53248506,410060534,309,29.0
10832320,3607773,331,29.0
315769,1994100,260,29.0
1156490902669692537,154040549,159,29.0
23193038,158023606,327,29.0
1111418,6099660,291,29.0
961366766971995841,523458215,64,29.0
708574105207333740,478093362,30,29.0
1115855817113652580,567874117,156,29.0
725921899615706695,370718107,57,29.0
725736159701241209,158023606,295,29.0
1330353,3799101,83,29.0
1329067,3799101,76,29.0
1092780,6057270,3,29.0
1116884374637206654,518104700,0,29.0
41231983,260172468,0,29.0
645439586885547163,32037490,184,29.0
644609319092681892,32037490,167,29.0
1064594728222204236,528129368,72,29.0
12824656,69970452,307,29.0
2670047,510942439,361,29.0
741985950044488780,202696762,323,29.0
42134884,400154,73,29.0
716347581385476313,32037490,192,29.0
16251145,1716315,89,29.0
42598391,328004770,330,29.0
748616629154842649,41036392,130,29.0
40960492,158023606,315,29.0
652161642558349848,300939136,285,29.0
2742376,13810481,70,29.0
19779316,139063900,255,29.0
21237696,9456665,331,29.0
643237642648902323,33278356,338,29.0
1035001850000193701,487855754,106,29.0
45356687,265193861,236,29.0
25959485,4459553,327,29.0
1034703090385706522,548528588,238,29.0
51666669,64392801,28,29.0
20914955,9343537,289,29.0
857227662287560300,66371661,185,29.0
12840292,49172933,11,29.0
949514110183931099,299462,318,29.0
5356477,27767225,121,29.0
1035958768090751975,124570140,41,29.0
40574479,312195720,119,29.0
2207843,342871616,147,29.0
1103340797206449285,287672372,74,29.0
5323760,27581535,344,29.0
1098566396960815739,285291478,257,29.0
40048783,271226374,190,29.0
889575,4720380,0,29.0
766434327900147075,32037490,179,29.0
1098492350215543063,63481313,36,29.0
39959265,307504641,330,29.0
899299099148379328,299462,281,29.0
669968846643171895,447848781,310,29.0
42471182,38664471,49,29.0
968693822209428912,9822728,343,29.0
23398192,173325562,71,29.0
656990,3310089,55,29.0
39719348,238751669,329,29.0
26114542,194229020,332,29.0
5248481,26521943,88,29.0
2417803,12343415,270,29.0
21464686,151637037,83,29.0
1088887823110742919,334441936,47,29.0
33541032,54320669,347,29.0
846345174569649397,415195922,315,29.0
929307684874113374,39621092,288,29.0
4247487,299462,315,29.0
4166058,10044989,41,29.0
556939016731609866,272408891,156,29.0
699764442606101591,212431311,318,29.0
42577230,328004770,346,29.0
805031156322954665,483034095,66,29.0
620124794453587612,394270439,309,29.0
934214756114761819,255777870,78,29.0
2464498,5582465,36,29.0
843949412400054866,32037490,186,29.0
843583628506984374,430917461,238,29.0
19343873,42911391,6,29.0
598210258384760217,71615,82,29.0
591056488886764133,27008590,110,29.0
620093671409681363,394270439,299,29.0
18531999,6099660,313,29.0
610112144323946949,455363067,24,29.0
6514745,14580203,154,29.0
29406276,158023606,349,29.0
3110029,1405013,182,29.0
20649362,139063900,270,29.0
20793112,148901183,26,29.0
588275244388369913,98585331,180,29.0
37768883,216022722,247,29.0
50148531,147951443,248,29.0
1051168434312883282,971768,70,29.0
21653703,139063900,61,29.0
35925229,270222641,216,29.0
35832249,269531884,245,29.0
35135494,9171437,357,29.0
2577644,13200212,40,29.0
16425528,54320669,344,29.0
691031340885951631,1986299,141,29.0
981229127559830346,134509876,71,29.0
995412486481049630,527781270,240,29.0
16529397,47171261,14,29.0
49477480,333092064,350,29.0
26181888,161380107,290,29.0
912898384141914896,396940257,286,29.0
48748526,299462,307,29.0
