id,host_id,availability_365,number_of_reviews_ltm
19968192,141584000,330,2.0
53158054,373330392,344,2.0
929852191195850951,342601808,362,2.0
939603272645066734,526842498,45,2.0
934525261902922027,64805231,259,2.0
934154620230933597,51226775,32,2.0
934185314251811032,357946540,247,2.0
934223804138648128,357946540,217,2.0
933221005875621154,231081548,339,2.0
933253318140321820,64763737,139,2.0
8666413,45263964,304,2.0
932723887559658273,487907034,184,2.0
925319046707863327,71615,328,2.0
8662791,27573426,306,2.0
8806993,43565515,298,2.0
928016448943105434,447375626,273,2.0
928045357910465057,39789054,314,2.0
928062946438071942,39789054,314,2.0
52976200,428498747,346,2.0
52976256,428498747,356,2.0
21721013,158023606,311,2.0
50083428,177617,306,2.0
9661517,8130906,257,2.0
9663802,2092211,95,2.0
9688838,10180380,277,2.0
914762754496515578,357946540,248,2.0
41857581,2646488,242,2.0
923318656379142172,515124454,60,2.0
9702103,9529012,34,2.0
24327366,1310304,160,2.0
41898063,285584271,320,2.0
41926662,121825,195,2.0
53272795,148946579,303,2.0
52976154,428498747,351,2.0
9806352,15052431,330,2.0
922221398450706515,189938340,310,2.0
922371969980869401,460530913,132,2.0
920281458118251876,431556176,365,2.0
919371228114461671,335570948,30,2.0
919464555743287519,385398937,36,2.0
919326696515823582,5274991,270,2.0
919336823045462487,1447144,361,2.0
10109984,51883557,328,2.0
912828914616086646,158023606,0,2.0
912891208631318553,32923339,60,2.0
918630194487573224,3250728,259,2.0
912608578136423760,357946540,330,2.0
912762360525329588,457725075,337,2.0
10046585,8645421,330,2.0
29380913,100152046,36,2.0
32028479,238724735,312,2.0
53371637,3465149,307,2.0
911990261145374038,517282109,83,2.0
909681873753268340,357946540,309,2.0
42081486,333694747,358,2.0
24167970,131794,330,2.0
10127537,10547296,76,2.0
916878441792092328,357946540,306,2.0
916954797647992671,357946540,217,2.0
42030519,43565515,265,2.0
42065875,771458,131,2.0
907802865287964512,10451022,130,2.0
908464573990942493,491623276,248,2.0
901852513258229645,498834040,9,2.0
9143973,42739796,0,2.0
49954263,141584000,0,2.0
49984968,177617,310,2.0
50018724,342498888,335,2.0
901389382992017882,3900625,345,2.0
9378710,4396136,25,2.0
42264373,2246766,223,2.0
42085942,333694747,329,2.0
904763470640042260,104441575,202,2.0
904812576828806450,2320210,108,2.0
904853735808140026,517835451,251,2.0
42246900,5543127,341,2.0
42249998,59223335,45,2.0
10901469,150480,81,2.0
897702795564152772,64805231,364,2.0
897743363852834384,475638347,22,2.0
49476802,3325489,274,2.0
53414468,432485979,322,2.0
10648602,2266147,284,2.0
896579467560793691,357946540,249,2.0
894232491416065749,74189875,65,2.0
894454400720883940,357946540,159,2.0
24550964,47171261,58,2.0
891906202715116399,17751441,53,2.0
889750485634717545,221480824,280,2.0
887655858944783219,76248286,262,2.0
889023078858706436,428499979,352,2.0
42292298,335415384,260,2.0
42344644,336790045,365,2.0
893296330095494557,64805231,350,2.0
893375390638296879,62016195,68,2.0
893717674171789202,357946540,307,2.0
53410847,2439400,129,2.0
49903883,33550623,314,2.0
887621794502589747,513892647,309,2.0
11675830,9482414,56,2.0
10903902,150480,38,2.0
42599172,47171261,1,2.0
876578478722451238,47171261,88,2.0
874460237275455221,346342628,79,2.0
885200364988485613,12218117,262,2.0
42479082,318426506,250,2.0
887412384681946556,335570948,148,2.0
884252098509849864,357946540,231,2.0
884666280839779434,15012424,89,2.0
883423381467216597,407025665,365,2.0
883487985178795076,357946540,0,2.0
883840259291918645,74189875,112,2.0
883885151848859657,447375626,319,2.0
49459079,397201984,110,2.0
49471444,125172345,44,2.0
53790174,434893527,301,2.0
19553493,53447296,306,2.0
19797316,15082645,340,2.0
49555945,158023606,316,2.0
882359174970686932,150243190,123,2.0
11110830,299462,296,2.0
42962519,341323870,264,2.0
11208534,1093718,330,2.0
872867160496372562,158023606,47,2.0
872251061141228046,333694747,318,2.0
12194201,5796387,87,2.0
871997548086807439,357946540,280,2.0
871077661669950433,455185866,215,2.0
12082265,42031087,76,2.0
870056038743199337,387595193,1,2.0
870690880140782769,2366949,345,2.0
867797810055035611,54320669,268,2.0
868736618139865999,453132579,103,2.0
868783323084661878,1271339,171,2.0
11762804,5843487,192,2.0
11923685,9478280,65,2.0
861570208990568590,1435464,260,2.0
42731902,5543127,340,2.0
24465422,172462374,222,2.0
858470048127317992,472214963,249,2.0
859243997705680167,436641358,161,2.0
863298806573373084,357946540,326,2.0
853400657591895655,158023606,61,2.0
853557273009916648,333355801,219,2.0
19536705,134698146,317,2.0
853794142914662647,357946540,214,2.0
854114305743770449,224498053,34,2.0
852245423217918265,517282109,314,2.0
13043809,46935692,29,2.0
12200436,57236849,136,2.0
849445173497661607,505871517,336,2.0
850121978094731612,123392948,308,2.0
43298193,3424194,215,2.0
43307558,341221467,201,2.0
850672884109701527,489056053,218,2.0
845420411760023384,504994529,209,2.0
31480956,234256283,288,2.0
31481384,3972936,80,2.0
28855535,157746231,328,2.0
28856978,157746231,83,2.0
53472950,346367515,223,2.0
53873247,434893527,343,2.0
53932280,10704,63,2.0
23866376,172462374,231,2.0
844093949660295889,22076771,329,2.0
844154715490722723,504479703,223,2.0
12747743,69335216,243,2.0
43248644,1310304,296,2.0
43120266,333694747,217,2.0
843872412623679952,504702757,258,2.0
13232624,51617231,0,2.0
840329318826046971,21472437,70,2.0
841103515082972503,439642628,337,2.0
841125138565676286,498847639,213,2.0
838903968438826965,434893527,339,2.0
838947105671967924,503529548,125,2.0
48781697,77548260,303,2.0
21721760,158023606,342,2.0
19792228,85099057,364,2.0
837622029787572656,434893527,340,2.0
837627753737000206,434893527,359,2.0
843268327471294135,98585331,196,2.0
43418201,265193861,306,2.0
43256623,1310304,276,2.0
835445335612205659,502558162,125,2.0
832380780131407393,447375626,190,2.0
833091181840122792,129000409,0,2.0
821674115750402593,335570948,29,2.0
821738988699569547,26059902,248,2.0
13703805,73016735,6,2.0
817874011670152097,499033875,285,2.0
807952955985093763,221480824,314,2.0
53598384,4212095,61,2.0
830935800105376817,54320669,248,2.0
831411207709217759,357946540,279,2.0
828984264250141563,8157090,126,2.0
826856499903727410,489056053,225,2.0
826925691912490141,10547296,152,2.0
827262550883132872,447375626,99,2.0
13393694,75620994,353,2.0
13406844,74104888,0,2.0
13429419,51617231,0,2.0
823789398926242617,26220482,363,2.0
812868090879318548,497910778,305,2.0
24061388,181141724,55,2.0
31490551,201741093,145,2.0
806996016840316815,447375626,310,2.0
806437333824208572,447375626,310,2.0
53651969,434205774,332,2.0
805613744613788165,250093014,307,2.0
805656975298809872,19394205,152,2.0
13820217,43565515,311,2.0
13820882,43565515,192,2.0
43820040,117133843,330,2.0
43919371,258626123,241,2.0
23430471,3039107,1,2.0
802757391673405434,491301242,141,2.0
801245596182604221,3479346,165,2.0
13853803,75620994,338,2.0
13766096,80740340,215,2.0
800553496638814663,250093014,158,2.0
800713178395248123,2320210,23,2.0
800874629522225711,2202284,239,2.0
797985757882212759,351328829,324,2.0
53618423,434205774,258,2.0
53639798,434205774,305,2.0
53640806,434205774,322,2.0
790612568455543946,486106415,320,2.0
790752484296957399,492910490,178,2.0
787603231709419364,447375626,191,2.0
785248735399206901,56163785,334,2.0
23301371,1163636,0,2.0
14235866,9478280,164,2.0
770131234269830218,40732412,312,2.0
770367740950095405,193107395,0,2.0
795560670495311147,208199613,138,2.0
770056972038036152,2655419,313,2.0
14339528,3018758,42,2.0
783146898460547924,16891380,81,2.0
777400396108087796,3272436,0,2.0
48596879,371760227,0,2.0
48411805,9478280,81,2.0
777648297010239233,357271340,319,2.0
781318602759857931,489563137,46,2.0
775279604416035243,14325900,100,2.0
767984083749434568,439642628,310,2.0
768081188086053894,489056053,218,2.0
14621782,3399123,102,2.0
765771769388225084,454228487,160,2.0
765870048379710823,96337383,233,2.0
14688266,79500346,329,2.0
759541095665444198,22061398,0,2.0
759808699430190543,1709128,340,2.0
760572282261587218,10704,315,2.0
760761151301294222,860383,119,2.0
761044616727664301,351328829,172,2.0
754286648485954691,452852106,324,2.0
44311821,14163367,256,2.0
15800817,21990117,140,2.0
752686794910511610,250042982,53,2.0
751308180761424258,207931084,22,2.0
751960547854238662,1310304,286,2.0
757040474302608333,461820156,248,2.0
757685864295807422,117888638,209,2.0
755565446688121023,10693680,319,2.0
755767137495209742,439642628,343,2.0
45072058,437835392,37,2.0
44328864,52144754,53,2.0
745494775987609697,19817645,348,2.0
746251801743317418,39169031,267,2.0
750948971007456209,357946540,97,2.0
14006318,6976046,342,2.0
747855661042129531,3297466,339,2.0
54273187,434205774,319,2.0
54121967,495887,34,2.0
54134679,370718107,6,2.0
23244848,3348832,242,2.0
749676311276274923,447375626,190,2.0
735188674206861308,1744516,308,2.0
742708601583352299,21001957,340,2.0
45153542,2524954,98,2.0
45094687,437835392,47,2.0
32175751,109716786,363,2.0
32210549,2439400,107,2.0
32231801,239550764,40,2.0
737551816403804805,483006743,336,2.0
738227277153973431,12291225,323,2.0
45246625,238253143,333,2.0
54336442,434205774,312,2.0
29047473,158023606,334,2.0
725242630600384709,7215439,241,2.0
731814467450805929,418270816,335,2.0
45266889,1696920,62,2.0
729474429481192345,370718107,54,2.0
729476246704364652,370718107,16,2.0
729478600060447644,370718107,40,2.0
729646888526434958,196837591,308,2.0
15872210,7959478,51,2.0
15881982,102986143,132,2.0
23038674,170964222,235,2.0
23050618,8389670,124,2.0
723856207180321336,455185866,224,2.0
727531943873820604,470328763,278,2.0
16076152,61360206,26,2.0
709054620601734904,9916442,76,2.0
720038559933830308,265193861,249,2.0
707562205479238204,10044989,0,2.0
54301711,434205774,290,2.0
54334192,434205774,281,2.0
15944795,6992168,280,2.0
704113267607733948,148946579,232,2.0
704264342683259609,6976046,327,2.0
16126731,54820821,333,2.0
717303397863136110,11138605,319,2.0
23015638,7191189,114,2.0
44438820,250093014,269,2.0
715586185550292477,447375626,280,2.0
716311410754394981,370718107,65,2.0
16247733,8130906,57,2.0
16255146,106289587,293,2.0
54349550,434205774,308,2.0
54350462,2819397,152,2.0
54365336,434205774,312,2.0
712092917093383521,217412745,195,2.0
699652326804972623,47171261,83,2.0
700433502905623792,265193861,301,2.0
32564135,127482361,138,2.0
45357613,265193861,164,2.0
16384978,97797707,315,2.0
700424525565613804,265193861,184,2.0
691274207596749989,474317030,69,2.0
16453250,44871936,343,2.0
689529452220121610,15848080,218,2.0
16503468,83729645,248,2.0
15085509,22874530,76,2.0
696518630944461911,357946540,257,2.0
696540308188315114,357946540,260,2.0
15306390,77548260,154,2.0
15325196,17956148,306,2.0
694866460230033859,83729645,176,2.0
33137031,131178104,365,2.0
545318722316219169,264905862,248,2.0
692578586849249425,235869378,319,2.0
45969484,5614931,73,2.0
693279467615072246,252103442,57,2.0
693859698766359006,47171261,92,2.0
685373965797296139,40634779,250,2.0
33735847,3039107,185,2.0
686645011576468750,327616183,0,2.0
15488638,54820821,310,2.0
676781565426751262,470967805,255,2.0
686233254606724761,64805231,358,2.0
675237552258094274,20790978,237,2.0
675577730081318703,12980367,95,2.0
548198463113084082,148946579,250,2.0
548261568232919218,123413775,53,2.0
523005506290417413,433441596,353,2.0
543977166959744024,61360206,334,2.0
15472647,5796387,67,2.0
670801409003186552,4212095,57,2.0
46006635,47171261,145,2.0
46029331,13734123,332,2.0
16716808,3376710,178,2.0
683830610342334640,357946540,280,2.0
46096457,196181537,98,2.0
22768244,69240049,64,2.0
45972580,9708256,225,2.0
16869002,35936647,334,2.0
49230384,388714704,262,2.0
49230461,388714704,305,2.0
677427711241500006,6976046,361,2.0
669275662112597904,257945224,22,2.0
669415026450850007,227962845,226,2.0
16940946,26059902,340,2.0
46062364,5614931,64,2.0
46062367,5614931,91,2.0
670082215310818789,459381013,356,2.0
17399082,117614830,259,2.0
664064993570746192,2262273,340,2.0
662348505092793434,771458,268,2.0
17361756,3619087,66,2.0
17365217,74189875,129,2.0
660514049460856641,220709013,0,2.0
660644162133879517,464050038,364,2.0
46324878,238503767,325,2.0
552027942143976251,442935568,309,2.0
46386226,4146729,345,2.0
46185078,239550764,176,2.0
17458927,9916442,63,2.0
659843427429915996,24910925,145,2.0
17431597,4212095,44,2.0
664326902632191580,357946540,341,2.0
664488799272312291,6976046,357,2.0
664934285537366796,154865926,354,2.0
22570100,139633336,307,2.0
46269166,204662752,14,2.0
46269429,58993125,88,2.0
46277506,253465692,217,2.0
46278007,253465692,214,2.0
656255045399262329,447375626,347,2.0
655545839169555859,434205774,327,2.0
17051593,15268164,61,2.0
49122593,4396136,63,2.0
645262036886365736,6976046,349,2.0
46443629,253465692,210,2.0
46407113,4146729,345,2.0
646132999434626207,450924555,325,2.0
646146320692429052,450924555,311,2.0
654353037408745900,2320210,161,2.0
654368869071411731,3021973,329,2.0
654771377097442227,407093099,85,2.0
17789197,121508668,269,2.0
654250476192104263,77963558,266,2.0
649799849191405114,86278272,60,2.0
651135344630309129,321273659,15,2.0
22629847,160690738,152,2.0
48956813,64805231,364,2.0
22005529,160690738,245,2.0
32679428,238884286,0,2.0
32560726,210274072,125,2.0
641951883418342200,455185866,231,2.0
643156380461367248,47171261,157,2.0
22474807,4085156,233,2.0
18068224,4396136,64,2.0
18121859,77548260,327,2.0
18154978,170357,330,2.0
634030958801864905,23525523,141,2.0
45682479,13194383,266,2.0
631780108457544234,14163367,365,2.0
633196828552857673,460530913,299,2.0
45694199,370146799,318,2.0
18298011,126554507,343,2.0
557620522452810143,444114403,309,2.0
554958353011080029,433480324,218,2.0
46508126,47171261,68,2.0
638253085977120897,64805231,1,2.0
638283429619410064,310896287,350,2.0
625770334310569987,250042982,140,2.0
47724719,63689974,178,2.0
615959410108699213,253465692,177,2.0
616361149109666147,177892051,83,2.0
617996001939648822,229870186,274,2.0
18559064,93112619,171,2.0
615801939387319841,388714704,326,2.0
18667060,91048534,298,2.0
22878815,8130906,164,2.0
21809265,2608358,236,2.0
18748076,113020313,70,2.0
559186986430408320,439642628,352,2.0
18521609,128567999,279,2.0
18889879,75450,90,2.0
596849213151903394,130390958,334,2.0
608748089605121488,7297778,259,2.0
47920123,224618386,203,2.0
47932207,336522213,224,2.0
47951526,16473035,185,2.0
48088464,35936647,350,2.0
594604872574510348,85827943,225,2.0
48822637,250042982,273,2.0
589115666385828682,154865926,364,2.0
585426164468433319,346367515,246,2.0
575194869932378996,238724735,86,2.0
22805735,148946579,249,2.0
600399509483859510,3697753,266,2.0
600404578720891570,450924555,303,2.0
598424262973675987,449046746,226,2.0
598457655429034888,3376710,353,2.0
19432305,136236479,119,2.0
19461286,18219353,0,2.0
46769378,290964899,265,2.0
46740231,130223809,305,2.0
599032689013622504,450924555,326,2.0
599043241262104487,450924555,335,2.0
599191210912533031,26059902,295,2.0
599739813738921394,9002124,264,2.0
573583386491121838,375235871,0,2.0
47209976,250093014,304,2.0
47210869,250093014,308,2.0
22196835,161380107,183,2.0
22846615,9536735,139,2.0
574649103837573212,1310304,217,2.0
572367933661702259,447208197,121,2.0
572979645918115149,142816357,320,2.0
570077341378435715,250042982,101,2.0
570958149498265765,439642628,334,2.0
19265548,1501669,333,2.0
576207339251250734,448118938,75,2.0
577219966080625232,250042982,299,2.0
577372144436029409,342498888,341,2.0
577391536278030741,342498888,301,2.0
577417295474041549,342498888,283,2.0
48316124,386695668,248,2.0
36763,158596,0,2.0
1225540221775878403,514086348,339,1.0
1226639678203846655,1391607,27,1.0
1217165492252195603,333769431,356,1.0
1223841447226445161,35712072,1,1.0
50387465,327616183,0,1.0
1216637599994492271,557950791,309,1.0
1216676090897499356,568847772,58,1.0
1216738170903923984,395119383,6,1.0
1215686228279722399,583622155,316,1.0
1215842623968809652,207558702,347,1.0
1215924933025866078,568847772,55,1.0
1222251302426222162,86551441,362,1.0
1222289574891792402,557950791,309,1.0
1222305480654104141,557950791,352,1.0
1212973964846487343,32037490,154,1.0
1212981099774277959,32037490,194,1.0
1212981875926241588,32037490,176,1.0
1212984348278929857,32037490,185,1.0
1213691178291414318,593519535,324,1.0
1208425126353012343,79818036,250,1.0
1218613893549337378,584187104,325,1.0
1207042820995281434,514894479,42,1.0
50475779,2439400,105,1.0
21307242,1447144,364,1.0
50335938,54820821,365,1.0
1217908865911671951,557950791,360,1.0
1212170966089568865,389605038,351,1.0
1212270573627257296,4459553,345,1.0
1210246568384373433,64805231,3,1.0
1209137739796822063,454228487,286,1.0
1209187965448897250,487792580,59,1.0
1205861805794086940,543020323,142,1.0
1206297857811243744,454228487,67,1.0
1201316072722778669,557950791,351,1.0
577545752348949695,84860552,41,1.0
578146260827793849,397090058,66,1.0
577219336236629163,250042982,303,1.0
33451687,5264883,260,1.0
1199892258146296880,144259355,12,1.0
1200753098607759686,577475914,152,1.0
1200865013067912850,530486901,135,1.0
1200984576986714012,457526312,66,1.0
1199276006358523371,164508057,142,1.0
1199363515147014057,586914980,91,1.0
50982009,64805231,364,1.0
50412774,346367515,229,1.0
1198421078602327094,579729039,340,1.0
1198484659083663188,579729039,317,1.0
1208467968968860087,516701794,25,1.0
1208579788830266767,557950791,340,1.0
34038956,51596341,101,1.0
33802746,1743413,0,1.0
33826880,250093014,313,1.0
1198369822327233599,579729039,325,1.0
1203388205050933268,1391607,154,1.0
1203410522957588807,1391607,168,1.0
1203538650184201592,400540575,71,1.0
1202387045308582078,332259450,67,1.0
1202421324374891075,568847772,55,1.0
1202740558500112602,6421296,68,1.0
1202765757212942130,6421296,59,1.0
1202087884505930432,447375626,190,1.0
1197926002962930640,6675383,254,1.0
21464611,151637037,291,1.0
50807274,33550623,265,1.0
1198345213903811465,579729039,316,1.0
1201575855015692461,294265812,6,1.0
1197172494348225943,320255869,317,1.0
33925020,5264883,0,1.0
1196121175746996531,579729039,343,1.0
1196233324068990329,557950791,349,1.0
1194799917753228856,521244525,68,1.0
1194878979844517016,226386845,44,1.0
1194947237700512750,521244525,65,1.0
1193290977399308473,225748216,65,1.0
1201392602915016480,397726488,266,1.0
1193998704081826495,265193861,316,1.0
1192618790836034788,514894479,39,1.0
1192692130835760091,385293747,130,1.0
1192800606976013697,556252342,248,1.0
1193191523067198691,26342994,0,1.0
19192722,86551441,37,1.0
567787379075157881,21990117,161,1.0
568050830292910650,58993125,0,1.0
568147116203638328,446375138,178,1.0
51033672,265193861,218,1.0
1192515995172831418,47171261,137,1.0
1192574476669118529,6421296,65,1.0
1192577363638414513,17768880,49,1.0
1191481735353062027,330885381,263,1.0
1192010287930228289,587047663,300,1.0
1190719330990968587,333769431,129,1.0
1191091092407029733,4459553,327,1.0
1193606817388499608,21726991,345,1.0
33539947,10734189,99,1.0
34193287,258157785,196,1.0
1190576355351669274,351328829,263,1.0
1186975408714994970,4258344,135,1.0
1187016953903785143,10728135,127,1.0
1187400142472714536,10547296,179,1.0
578905372861991753,4278413,277,1.0
579398188462261800,130223809,218,1.0
18801691,130872820,320,1.0
571764513145218365,9477063,289,1.0
570131307461598501,445171533,246,1.0
1186683118236298839,389605038,51,1.0
1186810947874629684,86551441,264,1.0
1185376997116942638,579729039,325,1.0
1185383492897415047,574707481,229,1.0
1185402635090385684,574707481,249,1.0
1186259310502092669,541102798,232,1.0
1184001691243841910,579729039,357,1.0
1184153160463266766,573812624,274,1.0
1184621014093877518,579729039,308,1.0
50861349,47171261,75,1.0
50861575,47171261,0,1.0
50862112,47171261,93,1.0
562288828324380190,2830568,344,1.0
19429056,131471938,248,1.0
22156189,7016433,264,1.0
50888442,9024729,219,1.0
28534534,29493595,343,1.0
28534799,29493595,343,1.0
1185318110291434210,579729039,321,1.0
1183919821087725041,584815473,201,1.0
1189700211448957862,579729039,352,1.0
1188970396195337876,584187104,332,1.0
1188978028985212146,584187104,323,1.0
1189007361012640893,579729039,339,1.0
47041966,148946579,310,1.0
563041111024707954,488106,0,1.0
1188551545062317035,541661285,0,1.0
1188621594250819165,44267303,310,1.0
1188875955352599458,389605038,53,1.0
1188952559273092159,584187104,312,1.0
1188253508770493070,13539230,97,1.0
1188356627649848039,579729039,281,1.0
1188185968092170433,579729039,68,1.0
1183424894772759027,584621628,57,1.0
50938317,388714704,267,1.0
51457662,346367515,266,1.0
50846196,374540879,259,1.0
50858982,47171261,107,1.0
1183640188329579618,423348,29,1.0
1183802544516314564,454228487,331,1.0
1183169463009526737,9784103,101,1.0
583213785175733370,346367515,94,1.0
573119353577420591,214676718,36,1.0
1183185927717485350,271374521,152,1.0
1183207450790603952,584621628,63,1.0
1182677158979199041,584469890,60,1.0
1183059837004292394,518888520,167,1.0
1183087182715748783,584187104,327,1.0
1183139935289156751,70278696,335,1.0
34358181,39328627,274,1.0
28409094,96299106,355,1.0
1182556975248312144,584187104,340,1.0
1182557046583381882,158023606,284,1.0
1182565590127305441,584187104,351,1.0
1182569908798104882,584187104,328,1.0
1182580239090855159,518888520,152,1.0
1182470126042206528,583414102,259,1.0
19191171,132596381,175,1.0
1182479262683439802,583414102,246,1.0
1182459870055183411,583414102,255,1.0
1181741401438658778,583414102,198,1.0
1181759583235950835,583414102,220,1.0
51184238,414023443,337,1.0
1181673070819917252,522763678,252,1.0
1181713513073075606,583414102,252,1.0
1181726945013731297,583414102,232,1.0
1181730223920369697,583414102,223,1.0
1180955594650073357,9667715,104,1.0
1180988897728295055,583414102,247,1.0
1180993416412646743,548877928,0,1.0
34663431,2108468,63,1.0
1176566088310806158,106282219,21,1.0
46933729,346367515,217,1.0
47022383,3039107,49,1.0
1175417139975060697,561485103,262,1.0
1175898115867950587,105691048,0,1.0
1175903276658342380,579729039,331,1.0
1175965025404328182,579729039,128,1.0
1175246692447939689,582423097,350,1.0
1175332285351724468,7085436,42,1.0
1173969537547655557,579657806,32,1.0
1174502631089672568,478001861,72,1.0
34696848,10446842,361,1.0
34705600,46696994,58,1.0
28223209,3039107,185,1.0
1180541863758651217,577477123,47,1.0
1180931254706140254,346367515,236,1.0
21050009,9456665,326,1.0
51477020,321268305,218,1.0
51183786,414023443,298,1.0
51183816,1986299,54,1.0
600556377296961938,5563425,365,1.0
598359787271622681,8001113,293,1.0
48320838,7332265,59,1.0
1180369905780832420,583414102,247,1.0
1180381637648040621,583414102,238,1.0
1178806398562604035,66296022,119,1.0
1178815108007831530,566054440,333,1.0
28268154,3039107,0,1.0
34730621,261933756,161,1.0
34864225,5961124,0,1.0
1178865274937183592,480528,337,1.0
1178868392851876350,447375626,260,1.0
1178913602413098699,396363,309,1.0
1178967123820642165,579729039,350,1.0
22838124,122893446,309,1.0
48092826,201850188,323,1.0
18952363,7039660,267,1.0
600423858670094744,450924555,326,1.0
1178201532256668159,265193861,225,1.0
1178314502008291342,413160011,342,1.0
1178683195721087509,130223809,248,1.0
1178016312944053300,580850898,249,1.0
1178053778823180458,579729039,334,1.0
1170439223638487809,574707481,216,1.0
1173011045110427703,334306820,233,1.0
1170371865870983407,10016777,76,1.0
1172562868215301114,22076771,236,1.0
1170931554827840478,20977157,268,1.0
34470624,8345417,140,1.0
1171543250329921691,581442819,360,1.0
1167183426722485069,537065039,266,1.0
604046310771107391,193874212,365,1.0
601479540896235853,3021973,0,1.0
22236190,161380107,321,1.0
34473686,218081995,0,1.0
34541986,75933971,333,1.0
51201478,413276961,247,1.0
51185659,5349333,24,1.0
51186646,413617036,307,1.0
1166664056811665509,7260546,343,1.0
1166671108384817428,49861895,231,1.0
1166704385578544195,142610768,260,1.0
1167176063090706770,129000409,360,1.0
34564384,16163954,273,1.0
35118858,9171437,352,1.0
27747512,6907539,338,1.0
27801290,209872731,324,1.0
27801912,209872731,324,1.0
27802009,209872731,324,1.0
588129733511398479,193874212,287,1.0
588941290836238401,265193861,187,1.0
589611794358427085,346367515,182,1.0
584624153278556006,397090058,311,1.0
587402371287692022,7783989,0,1.0
1168643973839362538,27514370,233,1.0
1168743950093556754,580704033,248,1.0
1167975997959967219,250042982,275,1.0
1168579490424065950,130223809,162,1.0
35140374,264648962,0,1.0
1166525640813641944,31538271,19,1.0
1166593357178772881,518888520,155,1.0
48171698,1035045,346,1.0
48819020,4396136,84,1.0
46730224,2439400,113,1.0
47882848,130223809,327,1.0
1166615473878825491,40952315,122,1.0
1167498707910300666,480528,306,1.0
1167961166612271494,580502334,79,1.0
1165892452665737615,24381102,222,1.0
1166028384815630389,546950211,11,1.0
1163776825614637653,412411025,164,1.0
1163845404753487000,3618257,179,1.0
1164241796939551162,2654901,160,1.0
51224890,414023745,325,1.0
51239306,3661940,55,1.0
51187086,413617036,356,1.0
35254877,253465692,280,1.0
35268996,265315308,301,1.0
35274477,265315308,214,1.0
1163651094251511048,5432336,97,1.0
1163673174637778007,579383853,255,1.0
1163683105472825278,193874212,2,1.0
1163698884245082559,541661285,52,1.0
593820535079492668,2819397,0,1.0
594103428860276544,9482771,0,1.0
594125255596129353,55103645,323,1.0
594547252026319297,385460765,173,1.0
592615538797210350,346367515,297,1.0
1162982537080460101,574431631,294,1.0
35297062,19394205,128,1.0
35297162,19394205,150,1.0
26685582,6976046,252,1.0
26697015,187313384,281,1.0
1159500244039407524,565577444,66,1.0
1159518667986571477,565577444,78,1.0
1159911776638133408,514894479,25,1.0
607907530110718284,420415595,361,1.0
47939852,400416,281,1.0
1162856682058862772,335570948,0,1.0
1162242528783400595,4679176,146,1.0
1162434379991638395,299462,296,1.0
1161580890279816443,180908619,326,1.0
27738503,208199613,109,1.0
35487025,266193111,288,1.0
1162164759536685048,418521735,310,1.0
1162166736589564111,1744516,245,1.0
1161435689442691812,367112877,178,1.0
1161098263288275656,367112877,237,1.0
1159230502467194595,62891411,352,1.0
47878024,44913823,339,1.0
47724954,238724735,252,1.0
609360241791962367,989240,340,1.0
1159357792105606515,1447144,270,1.0
1157920067662137443,1432835,102,1.0
1157973201240537138,1447144,151,1.0
1158686170059187892,514894479,25,1.0
51272798,413277692,172,1.0
51273036,413275724,311,1.0
51275394,414024648,330,1.0
35665656,266193111,319,1.0
1158476660851860608,208199613,40,1.0
1155569340127770782,86551441,100,1.0
1158400325837720763,1432835,81,1.0
1158420058010307342,1432835,40,1.0
1154719269410878516,9400556,0,1.0
1154727293483756112,9400556,0,1.0
1154733352939699455,9400556,0,1.0
610729666273958375,253465692,311,1.0
47791201,265193861,145,1.0
47855042,86551441,87,1.0
47864452,5201227,28,1.0
35784158,265193861,195,1.0
1157625631289523340,576093285,165,1.0
1157642085592889935,576093285,199,1.0
29850255,9534151,339,1.0
1157204480072116007,216268236,136,1.0
1157252083956443595,335570948,86,1.0
1156653706235203311,577583400,247,1.0
35454437,5878688,173,1.0
35455583,264905862,249,1.0
35455764,264905862,277,1.0
559809963479972073,173993443,0,1.0
560656029690899489,439642628,342,1.0
560771874142073688,439642628,290,1.0
555693920872672752,439642628,342,1.0
18748088,113020313,54,1.0
20894086,1597933,46,1.0
20901527,127239116,124,1.0
26550311,121825,312,1.0
26551159,121825,240,1.0
1157034253607360589,265191187,150,1.0
1156404413242672641,577497988,215,1.0
1156450072209480396,1414702,248,1.0
347824,1447144,365,1.0
35436949,234256283,179,1.0
1152166619643721242,346367515,155,1.0
1152558904601967600,1106757,221,1.0
1147920392553535131,71537343,5,1.0
18441918,127835612,217,1.0
558418873772787284,130223809,279,1.0
35474192,336524176,314,1.0
1155767262921139546,577334977,86,1.0
1151413677044362904,346367515,168,1.0
373667,1447144,358,1.0
384063,1447144,365,1.0
1150603492448109452,436774995,304,1.0
1150715453744599066,6787519,169,1.0
1150795764999287182,2262273,245,1.0
1150894388248836228,573144089,195,1.0
36378402,273541039,61,1.0
1151255856978052922,168078442,329,1.0
1151262728047769085,346367515,278,1.0
1151298971780607597,550521861,200,1.0
1150486136980468501,104441575,261,1.0
1150501145568102760,104441575,308,1.0
1146455879200107649,8332593,36,1.0
612312631984786535,748842,131,1.0
612315805329855745,2202284,154,1.0
612744077713963174,346367515,19,1.0
26440758,10547296,137,1.0
36332511,265137184,72,1.0
